dis,err
179.9939044855816,21.01547049199707
144.1515873249916,17.095028517086483
106.24849594295287,15.60032050952799
114.46456078345844,12.101652779682627
76.25873210465157,11.005453193758076
140.1824108656409,15.565667348366393
109.76188506769213,14.509651959988549
120.85776738417289,16.87157372624143
46.28223799988889,5.000999900019995
62.89227567427288,6.576473218982956
157.08346783343526,20.330518930907786
147.71591898741724,15.533190271158093
99.09001526238207,13.946325680981353
144.1515873249916,16.862087652482415
204.37086128091354,20.272641663088706
158.5069619418466,18.569868066305688
211.0335796722838,21.345959805077868
73.89115374133448,8.640023148117136
161.98418789650762,18.417383093154132
197.64064126936927,20.145719148245878
9.543811391383466,
