dis,err
180.35715958029806,21.01547049199707
137.89651001661932,17.095028517086483
102.33316296938321,15.60032050952799
112.82307522654187,12.101652779682627
72.34662605893801,11.005453193758076
142.31170411972454,15.565667348366393
107.36257704691798,14.509651959988549
119.9223484467864,16.87157372624143
42.37915007294595,5.000999900019995
63.6628810309497,6.576473218982956
150.8745310559243,20.330518930907786
148.45315664292232,15.533190271158093
101.78375352391186,13.946325680981353
137.89651001661932,16.862087652482415
198.08302463951725,20.272641663088706
159.65795649032518,18.569868066305688
204.80282225178445,21.345959805077868
75.53334213828607,8.640023148117136
161.47463672365404,18.417383093154132
191.58850190209614,20.145719148245878
9.603412176832437,
