dis,err
194.15977085113212,21.01547049199707
153.74877030554205,17.095028517086483
123.96915137934612,15.60032050952799
131.30282320573332,12.101652779682627
93.97286880805123,11.005453193758076
151.07321328933227,15.565667348366393
127.14717621364011,14.509651959988549
136.98342361209137,16.87157372624143
63.98007229063736,5.000999900019995
77.23684702521206,6.576473218982956
165.87542737781484,20.330518930907786
161.3584185364076,15.533190271158093
109.03032342645253,13.946325680981353
153.74877030554205,16.862087652482415
216.137759978397,20.272641663088706
171.3492521001014,18.569868066305688
219.95460200094,21.345959805077868
86.54222958238144,8.640023148117136
177.48228838838233,18.417383093154132
204.55458078393622,20.145719148245878
10.373551146656428,
